;Bezeichnung;Executed-Ist;Kostenart;Plan;Planentwurf;Produktbereich;Profitcenter;Sign;Year
7102;Einwohnerangelegenheiten;0.0;1795851997;11256280.0;0.0;02 Sicherheit und Ordnung;133000205;plus;2024
7103;Personenstandswesen;0.0;1742010;-729572.25;0.0;02 Sicherheit und Ordnung;133000206;minus;2024
7104;Personenstandswesen;0.0;1796949539;2900282.25;0.0;02 Sicherheit und Ordnung;133000206;plus;2024
7105;Wahlen;0.0;896800;-260030.0;0.0;02 Sicherheit und Ordnung;133000207;minus;2024
7106;Wahlen;0.0;1230405648;523182.875;0.0;02 Sicherheit und Ordnung;133000207;plus;2024
7107;PB02 Sicherheit und Ordnung;0.0;1410000791;-4075968.0;0.0;02 Sicherheit und Ordnung;137000200;minus;2024
7108;PB02 Sicherheit und Ordnung;0.0;1410000791;4075968.0;0.0;02 Sicherheit und Ordnung;137000200;plus;2024
7109;Brandschutz;0.0;1809911672;28402888.0;0.0;02 Sicherheit und Ordnung;137000219;plus;2024
7110;Brandschutz;0.0;192848313;-1745720.25;0.0;02 Sicherheit und Ordnung;137000219;minus;2024
7111;Abwehr von Großschadensereignissen;0.0;96584315;-136935.34375;0.0;02 Sicherheit und Ordnung;137000220;minus;2024
7112;Abwehr von Großschadensereignissen;0.0;1805665111;4038147.0;0.0;02 Sicherheit und Ordnung;137000220;plus;2024
7113;Rettungsdienst (KRE);0.0;95739015;-13298606.0;0.0;02 Sicherheit und Ordnung;137000221;minus;2024
7114;Rettungsdienst (KRE);0.0;1805628968;16896438.0;0.0;02 Sicherheit und Ordnung;137000221;plus;2024
7115;Stiftung zur Förderung der Feuerwehr;0.0;1636400;741.690002441;0.0;17 Stiftungen;137001720;plus;2024
7116;Stiftung zur Förderung der Feuerwehr;0.0;1345510;-741.690002441;0.0;17 Stiftungen;137001720;minus;2024
7117;PB03 Schulträgeraufgaben;0.0;1786001283;-1379713.5;0.0;03 Schulträgeraufgaben;140000300;minus;2024
7118;PB03 Schulträgeraufgaben;0.0;1786001283;1379713.5;0.0;03 Schulträgeraufgaben;140000300;plus;2024
7119;Grundschulen;0.0;2084312017;45428256.0;0.0;03 Schulträgeraufgaben;140000301;plus;2024
7120;Grundschulen;0.0;5222911;-20890470.0;0.0;03 Schulträgeraufgaben;140000301;minus;2024
7121;Hauptschulen;0.0;2083790875;3305848.25;0.0;03 Schulträgeraufgaben;140000302;plus;2024
7122;Hauptschulen;0.0;3966380;-138463.421875;0.0;03 Schulträgeraufgaben;140000302;minus;2024
7123;Realschulen;0.0;2083820815;5162369.5;0.0;03 Schulträgeraufgaben;140000303;plus;2024
7124;Realschulen;0.0;3550210;-253569.375;0.0;03 Schulträgeraufgaben;140000303;minus;2024
7125;Gymnasien;0.0;4382560;-389961.0625;0.0;03 Schulträgeraufgaben;140000304;minus;2024
7126;Gymnasien;0.0;2084363955;11693004.0;0.0;03 Schulträgeraufgaben;140000304;plus;2024
7127;Gesamtschulen;0.0;3497290;-290092.65625;0.0;03 Schulträgeraufgaben;140000305;minus;2024
7128;Gesamtschulen;0.0;2084363945;6562978.0;0.0;03 Schulträgeraufgaben;140000305;plus;2024
7129;Förderschulen;0.0;2084863876;3416865.75;0.0;03 Schulträgeraufgaben;140000306;plus;2024
7130;Förderschulen;0.0;4376390;-237815.875;0.0;03 Schulträgeraufgaben;140000306;minus;2024
7131;Berufskollegs;0.0;4382560;-360240.1875;0.0;03 Schulträgeraufgaben;140000307;minus;2024
7132;Berufskollegs;0.0;2083303755;7355650.5;0.0;03 Schulträgeraufgaben;140000307;plus;2024
7133;Schülerbeförderung;0.0;1793719165;6904984.0;0.0;03 Schulträgeraufgaben;140000308;plus;2024
7134;Schülerbeförderung;0.0;1278910;-111573.117188;0.0;03 Schulträgeraufgaben;140000308;minus;2024
7135;Fördermaßnahmen für Schüler;0.0;1888754870;824491.0;0.0;03 Schulträgeraufgaben;140000309;plus;2024
7136;Fördermaßnahmen für Schüler;0.0;1278910;-500548.625;0.0;03 Schulträgeraufgaben;140000309;minus;2024
7137;Sonstige schulische Aufgaben;0.0;1894793742;2412195.75;0.0;03 Schulträgeraufgaben;140000310;plus;2024
7138;Sonstige schulische Aufgaben;0.0;97944214;-111930.429688;0.0;03 Schulträgeraufgaben;140000310;minus;2024
7139;Stiftung Thomas Hansen;0.0;2168200;1911.32995605;0.0;17 Stiftungen;140001702;plus;2024
7140;Stiftung Thomas Hansen;0.0;930810;-1911.32995605;0.0;17 Stiftungen;140001702;minus;2024
7141;Stiftung Peter Kemper;0.0;1371910;-36831.0117188;0.0;17 Stiftungen;140001703;minus;2024
7142;Stiftung Peter Kemper;0.0;8282510;36831.0117188;0.0;17 Stiftungen;140001703;plus;2024
7143;PB04 Kultur und Wissenschaft;0.0;1504000764;-144723.71875;0.0;04 Kultur und Wissenschaft;141000400;minus;2024
7144;PB04 Kultur und Wissenschaft;0.0;1504000764;144723.71875;0.0;04 Kultur und Wissenschaft;141000400;plus;2024
7145;Kulturelle Projekte;0.0;1614871462;992548.625;0.0;04 Kultur und Wissenschaft;141000401;plus;2024
7146;Kulturelle Projekte;0.0;96984015;-143452.921875;0.0;04 Kultur und Wissenschaft;141000401;minus;2024
7147;Kulturförderung freie Träger;0.0;1799241358;3111057.0;0.0;04 Kultur und Wissenschaft;141000402;plus;2024
7148;Kulturförderung freie Träger;0.0;1736110;-20998.7207031;0.0;04 Kultur und Wissenschaft;141000402;minus;2024
7149;Beethovenpflege;0.0;1229180068;2127661.75;0.0;04 Kultur und Wissenschaft;141000403;plus;2024
7150;Beethovenpflege;0.0;864810;-247.679992676;0.0;04 Kultur und Wissenschaft;141000403;minus;2024
7151;Stiftung Konrad Adenauer;0.0;1387920;-154.330001831;0.0;17 Stiftungen;141001704;minus;2024
7152;Stiftung Konrad Adenauer;0.0;1620800;154.330001831;0.0;17 Stiftungen;141001704;plus;2024
7153;Stiftung August Kaiser;0.0;1089000;1037.2199707;0.0;17 Stiftungen;141001705;plus;2024
7154;Stiftung August Kaiser;0.0;1387920;-1037.2199707;0.0;17 Stiftungen;141001705;minus;2024
7155;Dorothea-von-Stetten-Stiftung;0.0;531800;10000.0;0.0;17 Stiftungen;141001706;plus;2024
7156;Dorothea-von-Stetten-Stiftung;0.0;1388000;-10000.0;0.0;17 Stiftungen;141001706;minus;2024
7157;Stiftung Dr. Werner Borchert;0.0;1636400;2704.36010742;0.0;17 Stiftungen;141001707;plus;2024
7158;Stiftung Dr. Werner Borchert;0.0;930810;-2704.35986328;0.0;17 Stiftungen;141001707;minus;2024
7159;Beethoven Orchester;0.0;1805544500;13790884.0;0.0;04 Kultur und Wissenschaft;141200410;plus;2024
7160;Beethoven Orchester;0.0;191491283;-4742606.0;0.0;04 Kultur und Wissenschaft;141200410;minus;2024
7161;Kunstmuseum;0.0;1711023947;7421606.5;0.0;04 Kultur und Wissenschaft;141300409;plus;2024
7162;Kunstmuseum;0.0;193624716;-425955.28125;0.0;04 Kultur und Wissenschaft;141300409;minus;2024
7163;Stadtarchiv;0.0;97500610;-28790.4902344;0.0;04 Kultur und Wissenschaft;141400407;minus;2024
7164;Stadtarchiv;0.0;1895863204;2563819.25;0.0;04 Kultur und Wissenschaft;141400407;plus;2024
7165;Stadtmuseum;0.0;2584210;-36395.328125;0.0;04 Kultur und Wissenschaft;141500408;minus;2024
7166;Stadtmuseum;0.0;1991955620;891402.4375;0.0;04 Kultur und Wissenschaft;141500408;plus;2024
7167;Stadtbibliothek;0.0;1804075136;5613234.0;0.0;04 Kultur und Wissenschaft;141600406;plus;2024
7168;Stadtbibliothek;0.0;96628843;-743723.3125;0.0;04 Kultur und Wissenschaft;141600406;minus;2024
7169;Musikschule;0.0;1801761841;6421193.0;0.0;04 Kultur und Wissenschaft;141700405;plus;2024
7170;Musikschule;0.0;97846833;-2253393.0;0.0;04 Kultur und Wissenschaft;141700405;minus;2024
7171;Volkshochschule;0.0;191451238;-2647384.5;0.0;04 Kultur und Wissenschaft;141800404;minus;2024
7172;Volkshochschule;0.0;1805643780;4024418.75;0.0;04 Kultur und Wissenschaft;141800404;plus;2024
7173;Theater;0.0;448800;-16000.0;0.0;04 Kultur und Wissenschaft;141900411;minus;2024
7174;Theater;0.0;95625833;30823876.0;0.0;04 Kultur und Wissenschaft;141900411;plus;2024
7175;Produktbereichsübergreifend;0.0;1786001175;-3051665.75;0.0;00;150000000;minus;2024
7176;Produktbereichsübergreifend;0.0;1786001175;3051665.75;0.0;00;150000000;plus;2024
7177;Grundsicherungsleistungen nach d. SGB II;0.0;1895272740;121327120.0;0.0;05 Soziale Leistungen;150000501;plus;2024
7178;Grundsicherungsleistungen nach d. SGB II;0.0;97017074;-44534152.0;0.0;05 Soziale Leistungen;150000501;minus;2024
7179;Grundversorgung u.Leistungen n.d.SGB XII;0.0;6004130;-53178196.0;0.0;05 Soziale Leistungen;150000502;minus;2024
7180;Grundversorgung u.Leistungen n.d.SGB XII;0.0;1898440321;119892720.0;0.0;05 Soziale Leistungen;150000502;plus;2024
7181;Leistungen nach dem AsylbLG;0.0;2155170;-34827672.0;0.0;05 Soziale Leistungen;150000503;minus;2024
7182;Leistungen nach dem AsylbLG;0.0;1894719290;18049268.0;0.0;05 Soziale Leistungen;150000503;plus;2024
7183;Soziale Einrichtungen;0.0;2587810;-271316.5;0.0;05 Soziale Leistungen;150000504;minus;2024
7184;Soziale Einrichtungen;0.0;1990843973;1842794.25;0.0;05 Soziale Leistungen;150000504;plus;2024
7185;Förd.Träg.Wohlf.pfl.,Vereine,sonst.Träg.;0.0;1798055965;6896920.0;0.0;05 Soziale Leistungen;150000506;plus;2024
7186;Förd.Träg.Wohlf.pfl.,Vereine,sonst.Träg.;0.0;1283940;-332578.71875;0.0;05 Soziale Leistungen;150000506;minus;2024
7187;Unterhaltsvorschussleistungen;0.0;1893632950;6331280.5;0.0;05 Soziale Leistungen;150000507;plus;2024
7188;Unterhaltsvorschussleistungen;0.0;3059460;-3195444.25;0.0;05 Soziale Leistungen;150000507;minus;2024
7189;Betreuungsleistungen;0.0;2163110;-912.479980469;0.0;05 Soziale Leistungen;150000508;minus;2024
7190;Betreuungsleistungen;0.0;1893064780;1076863.875;0.0;05 Soziale Leistungen;150000508;plus;2024
7191;Sonstige soziale Hilfen und Leistungen;0.0;1991427225;12585245.0;0.0;05 Soziale Leistungen;150000510;plus;2024
7192;Sonstige soziale Hilfen und Leistungen;0.0;192295623;-5248480.0;0.0;05 Soziale Leistungen;150000510;minus;2024
7193;Schwerbehindertenrecht nach SGB IX;0.0;1893108930;3025017.0;0.0;05 Soziale Leistungen;150000511;plus;2024
7194;Schwerbehindertenrecht nach SGB IX;0.0;96148354;-2242420.75;0.0;05 Soziale Leistungen;150000511;minus;2024
7195;Wohnr.sich.,-vers./Hilfe Wohn.losigkeit;0.0;3918020;-1508256.375;0.0;10 Bauen und Wohnen;150001005;minus;2024
7196;Wohnr.sich.,-vers./Hilfe Wohn.losigkeit;0.0;1902193018;16314727.0;0.0;10 Bauen und Wohnen;150001005;plus;2024
7197;Stiftung Bonner Altenhilfe;0.0;1371910;-158951.21875;0.0;17 Stiftungen;150001708;minus;2024
7198;Stiftung Bonner Altenhilfe;0.0;6606205;158951.21875;0.0;17 Stiftungen;150001708;plus;2024
7199;Stiftung Paula Flerus;0.0;1371910;-18476.7792969;0.0;17 Stiftungen;150001709;minus;2024
7200;Stiftung Paula Flerus;0.0;8827610;18476.7792969;0.0;17 Stiftungen;150001709;plus;2024
7201;Stiftung St.-Albertus-Magnus-Heim;0.0;2168200;533.820007324;0.0;17 Stiftungen;150001710;plus;2024
7202;Stiftung St.-Albertus-Magnus-Heim;0.0;930810;-533.820007324;0.0;17 Stiftungen;150001710;minus;2024
7203;Stiftung Wilhelmine-Lübke-Heim;0.0;1387920;-5180.47998047;0.0;17 Stiftungen;150001711;minus;2024
7204;Stiftung Wilhelmine-Lübke-Heim;0.0;1620800;5180.47998047;0.0;17 Stiftungen;150001711;plus;2024
7205;Stiftung Wilhelm-Augusta-Stift;0.0;2168200;120497.367188;0.0;17 Stiftungen;150001712;plus;2024
7206;Stiftung Wilhelm-Augusta-Stift;0.0;1371910;-120497.367188;0.0;17 Stiftungen;150001712;minus;2024
7207;Stiftung Konvente St. Aegidius/St. Jakob;0.0;8793290;291493.34375;0.0;17 Stiftungen;150001713;plus;2024
7208;Stiftung Konvente St. Aegidius/St. Jakob;0.0;2294110;-291493.34375;0.0;17 Stiftungen;150001713;minus;2024
7209;Stiftung Johann Gabriel Adrian;0.0;2168200;2037.45996094;0.0;17 Stiftungen;150001714;plus;2024
7210;Stiftung Johann Gabriel Adrian;0.0;930810;-2037.45996094;0.0;17 Stiftungen;150001714;minus;2024
7211;Stiftung Max Becker;0.0;2168200;168.059997559;0.0;17 Stiftungen;150001715;plus;2024
7212;Stiftung Max Becker;0.0;930810;-168.059997559;0.0;17 Stiftungen;150001715;minus;2024
7213;Stiftung Arme im Allgemeinen;0.0;9921800;106121.367188;0.0;17 Stiftungen;150001716;plus;2024
7214;Stiftung Arme im Allgemeinen;0.0;1837010;-106121.367188;0.0;17 Stiftungen;150001716;minus;2024
7215;Stiftung Franz Xaver Joseph Lohé;0.0;8259300;58639.9296875;0.0;17 Stiftungen;150001717;plus;2024
7216;Stiftung Franz Xaver Joseph Lohé;0.0;1829020;-58639.9335938;0.0;17 Stiftungen;150001717;minus;2024
7217;PB06 Kinder-, Jugend- und Familienhilfe;0.0;1880001180;1888494.125;0.0;06 Kinder, Jugend und Familie;151000600;plus;2024
7218;PB06 Kinder-, Jugend- und Familienhilfe;0.0;1880001180;-1888494.125;0.0;06 Kinder, Jugend und Familie;151000600;minus;2024
7219;Förd. v. Kindern in Tagespflege;0.0;1986010415;11476185.0;0.0;06 Kinder, Jugend und Familie;151000601;plus;2024
7220;Förd. v. Kindern in Tagespflege;0.0;2626710;-3151544.75;0.0;06 Kinder, Jugend und Familie;151000601;minus;2024
7221;Tageseinrichtungen für Kinder;0.0;5646510;-86523184.0;0.0;06 Kinder, Jugend und Familie;151000602;minus;2024
7222;Tageseinrichtungen für Kinder;0.0;2083163556;141050400.0;0.0;06 Kinder, Jugend und Familie;151000602;plus;2024
7223;Jugendarbeit;0.0;1987630468;1228759.375;0.0;06 Kinder, Jugend und Familie;151000603;plus;2024
7224;Jugendarbeit;0.0;1780410;-5735.47998047;0.0;06 Kinder, Jugend und Familie;151000603;minus;2024
7225;Einrichtung der Jugendarbeit;0.0;2086516109;9535625.0;0.0;06 Kinder, Jugend und Familie;151000604;plus;2024
7226;Einrichtung der Jugendarbeit;0.0;3943710;-735338.9375;0.0;06 Kinder, Jugend und Familie;151000604;minus;2024
7227;Sonst. Leist. z. Förd. j. Menschen u.Fam;0.0;1988673857;96155216.0;0.0;06 Kinder, Jugend und Familie;151000605;plus;2024
7228;Sonst. Leist. z. Förd. j. Menschen u.Fam;0.0;6446830;-20180142.0;0.0;06 Kinder, Jugend und Familie;151000605;minus;2024
7229;Sonst. Einr. f. j. Menschen u. Familien;0.0;1990308450;3264645.0;0.0;06 Kinder, Jugend und Familie;151000606;plus;2024
7230;Sonst. Einr. f. j. Menschen u. Familien;0.0;3102310;-77609.46875;0.0;06 Kinder, Jugend und Familie;151000606;minus;2024
7231;Bundeselterng/ElternzeitG/Betreuungsg.;0.0;1984402305;518641.59375;0.0;06 Kinder, Jugend und Familie;151000608;plus;2024
7232;Bundeselterng/ElternzeitG/Betreuungsg.;0.0;95780414;-118109.921875;0.0;06 Kinder, Jugend und Familie;151000608;minus;2024
7233;PB08 Sportförderung;0.0;1410000791;-253239.25;0.0;08 Sportförderung;152000800;minus;2024
7234;PB08 Sportförderung;0.0;1410000791;253239.25;0.0;08 Sportförderung;152000800;plus;2024
7235;Bereitstellung u. Betrieb v.Sportanlagen;0.0;1808851777;7839242.5;0.0;08 Sportförderung;152000801;plus;2024
7236;Bereitstellung u. Betrieb v.Sportanlagen;0.0;284138197;-1989431.0;0.0;08 Sportförderung;152000801;minus;2024
7237;Sportförderung;0.0;1520970732;2371442.25;0.0;08 Sportförderung;152000802;plus;2024
7238;Sportförderung;0.0;864810;-528.719970703;0.0;08 Sportförderung;152000802;minus;2024
7239;Bereitstellung und Betrieb von Bädern;0.0;1716052002;9667085.0;0.0;08 Sportförderung;152000803;plus;2024
7240;Bereitstellung und Betrieb von Bädern;0.0;98813490;-2945025.5;0.0;08 Sportförderung;152000803;minus;2024
7241;PB07 Gesundheitsdienste;0.0;1692001130;671179.4375;0.0;07 Gesundheitsdienste;153000700;plus;2024
7242;PB07 Gesundheitsdienste;0.0;1692001130;-671179.4375;0.0;07 Gesundheitsdienste;153000700;minus;2024
7243;Gesundheitsförderung;0.0;1803315269;2463808.5;0.0;07 Gesundheitsdienste;153000701;plus;2024
7244;Gesundheitsförderung;0.0;1720010;-97216.6484375;0.0;07 Gesundheitsdienste;153000701;minus;2024
7245;Gutachten und Stellungnahmen;0.0;1802763157;1645113.0;0.0;07 Gesundheitsdienste;153000702;plus;2024
7246;Gutachten und Stellungnahmen;0.0;96196110;-329238.34375;0.0;07 Gesundheitsdienste;153000702;minus;2024
7247;Gesundheitshilfe;0.0;1800730657;1072716.125;0.0;07 Gesundheitsdienste;153000703;plus;2024
7248;Gesundheitshilfe;0.0;1305910;-457.83001709;0.0;07 Gesundheitsdienste;153000703;minus;2024
7249;Gesundheitsschutz;0.0;1802803157;2527373.25;0.0;07 Gesundheitsdienste;153000704;plus;2024
7250;Gesundheitsschutz;0.0;96631210;-265603.03125;0.0;07 Gesundheitsdienste;153000704;minus;2024
7251;Stiftung Bernhard Oebeke;0.0;1853020;-635.33001709;0.0;17 Stiftungen;153001701;minus;2024
7252;Stiftung Bernhard Oebeke;0.0;1620700;635.33001709;0.0;17 Stiftungen;153001701;plus;2024
7253;Produktbereichsübergreifend;0.0;1598000977;-292554.71875;0.0;00;156000000;minus;2024
7254;Produktbereichsübergreifend;0.0;1598000977;292554.71875;0.0;00;156000000;plus;2024
7255;Lebensmittelüberw./Veterinärd.;0.0;1801746485;2522990.0;0.0;02 Sicherheit und Ordnung;156000208;plus;2024
7256;Lebensmittelüberw./Veterinärd.;0.0;1752010;-46308.828125;0.0;02 Sicherheit und Ordnung;156000208;minus;2024
7257;Natur und Landschaft;0.0;1611657811;941727.9375;0.0;13 Natur- und Landschaftspflege;156001307;plus;2024
7258;Natur und Landschaft;0.0;3504010;-59632.6484375;0.0;13 Natur- und Landschaftspflege;156001307;minus;2024
7259;Umweltschutz;0.0;1993099618;3415292.0;0.0;14 Umweltschutz;156001401;plus;2024
7260;Umweltschutz;0.0;3452810;-145997.28125;0.0;14 Umweltschutz;156001401;minus;2024
7261;Immissionsschutzverfahren;0.0;1702460712;546446.8125;0.0;14 Umweltschutz;156001402;plus;2024
7262;Immissionsschutzverfahren;0.0;95295914;-290741.875;0.0;14 Umweltschutz;156001402;minus;2024
7263;Produktbereichsübergreifend;0.0;1692000896;-559620.4375;0.0;00;161000000;minus;2024
7264;Produktbereichsübergreifend;0.0;1692000896;559620.4375;0.0;00;161000000;plus;2024
7265;Statistik;0.0;879800;-1016.08001709;0.0;02 Sicherheit und Ordnung;161000215;minus;2024
7266;Statistik;0.0;1795305311;342785.25;0.0;02 Sicherheit und Ordnung;161000215;plus;2024
7267;Stadt- und Raumplanung;0.0;1799104052;1989523.25;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;161000901;plus;2024
7268;Stadt- und Raumplanung;0.0;890800;-1366.35998535;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;161000901;minus;2024
7269;Maßnahmen des bes. Städtebaurechts;0.0;448700;-85.1999969482;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;161000902;minus;2024
7270;Maßnahmen des bes. Städtebaurechts;0.0;1792077539;1925784.375;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;161000902;plus;2024
7271;Denkmalschutz und Denkmalpflege;0.0;879800;-131568.765625;0.0;10 Bauen und Wohnen;161001003;minus;2024
7272;Denkmalschutz und Denkmalpflege;0.0;1795318389;671320.4375;0.0;10 Bauen und Wohnen;161001003;plus;2024
7273;Verkehrsplanung;0.0;862800;-60063.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;161001207;minus;2024
7274;Verkehrsplanung;0.0;1796934792;1823848.625;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;161001207;plus;2024
7275;PB09 Räuml.Planung,Entw.,Geoinformation;0.0;1786000997;946272.0625;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000900;plus;2024
7276;PB09 Räuml.Planung,Entw.,Geoinformation;0.0;1786000997;-946272.0625;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000900;minus;2024
7277;Ortsbaurecht;0.0;1295910;-56057.6796875;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000906;minus;2024
7278;Ortsbaurecht;0.0;1890435524;1998706.75;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000906;plus;2024
7279;Liegenschaftskataster, Geodaten;0.0;190639365;-1308640.125;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000907;minus;2024
7280;Liegenschaftskataster, Geodaten;0.0;1894257804;6328386.5;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000907;plus;2024
7281;Grundstücksneuordnung;0.0;1890448814;1868139.75;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000908;plus;2024
7282;Grundstücksneuordnung;0.0;1752410;-1432186.625;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000908;minus;2024
7283;Grundstückswertermittlung;0.0;1744410;-85620.15625;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000909;minus;2024
7284;Grundstückswertermittlung;0.0;1890434724;1153207.375;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000909;plus;2024
7285;Produktbereichsübergreifend;0.0;1222000397;320379.40625;0.0;00;163000000;plus;2024
7286;Produktbereichsübergreifend;0.0;1222000397;-320379.40625;0.0;00;163000000;minus;2024
7287;Finanzierung von Erschließungsmaßnahmen;0.0;95336075;-1744370.375;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;163000904;minus;2024
7288;Finanzierung von Erschließungsmaßnahmen;0.0;1701308924;1878934.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;163000904;plus;2024
7289;Maßnahmen der Bauaufsicht;0.0;1752010;-3166026.0;0.0;10 Bauen und Wohnen;163001001;minus;2024
7290;Maßnahmen der Bauaufsicht;0.0;1607359941;4622486.5;0.0;10 Bauen und Wohnen;163001001;plus;2024
7291;Produktbereichsübergreifend;0.0;1880001130;-2103378.0;0.0;00;166000000;minus;2024
7292;Produktbereichsübergreifend;0.0;1880001130;2103378.0;0.0;00;166000000;plus;2024
7293;Bauhof, Servicebereich und Brunnen;0.0;284574268;-349584.40625;0.0;01 Innere Verwaltung;166000112;minus;2024
7294;Bauhof, Servicebereich und Brunnen;0.0;1995340404;1514596.5;0.0;01 Innere Verwaltung;166000112;plus;2024
7295;Entwässerung und Abwasserbeseitigung;0.0;196357710;-108549144.0;0.0;11 Ver- und Entsorgung;166001103;minus;2024
